,Date,Province,Dengue,date,value,Counts
326,2015-05-01,batangas,3.67437605197572,2015-05-01,,
327,2015-05-01,benguet,4.674136863780492,2015-05-01,16.5,2.0
328,2015-05-01,biliran,5.827098338111553,2015-05-01,,
329,2015-05-01,bohol,2.5122567678674748,2015-05-01,15.0,3.0
330,2015-05-01,bukidnon,13.213437288461346,2015-05-01,,
331,2015-05-01,bulacan,4.6171543687848775,2015-05-01,37.0,2.0
332,2015-05-01,cagayan,12.256945602508088,2015-05-01,,
333,2015-05-01,camarines norte,1.2000418300295042,2015-05-01,28.736666666666668,3.0
334,2015-05-01,camarines sur,1.7413179933461167,2015-05-01,16.94,3.0
335,2015-05-01,camiguin,6.781346775469609,2015-05-01,,
336,2015-05-01,capiz,4.990911287865256,2015-05-01,,
337,2015-05-01,catanduanes,1.9159730844101104,2015-05-01,16.580000000000002,3.0
338,2015-05-01,cavite,3.6157997945247007,2015-05-01,50.0,3.0
339,2015-05-01,cebu,2.460949162187128,2015-05-01,60.66666666666666,3.0
340,2015-05-01,compostela valley,4.483043905301812,2015-05-01,,
341,2015-05-01,cotabato,19.56880500555536,2015-05-01,,
342,2015-05-01,davao del norte,2.656612209396142,2015-05-01,,
343,2015-05-01,davao del sur,3.840077966824375,2015-05-01,0.0,2.0
344,2015-05-01,davao oriental,10.19754614836893,2015-05-01,100.0,1.0
345,2015-05-01,dinagat islands,4.718761796904492,2015-05-01,,
346,2015-05-01,eastern samar,2.140594228957959,2015-05-01,,
347,2015-05-01,guimaras,4.581560364921283,2015-05-01,,
348,2015-05-01,ifugao,4.437826056942238,2015-05-01,17.0,4.0
349,2015-05-01,ilocos norte,8.09332957892767,2015-05-01,,
350,2015-05-01,ilocos sur,6.814873243357674,2015-05-01,,
351,2015-05-01,iloilo,3.3551206480415536,2015-05-01,,
352,2015-05-01,isabela,15.876342743256322,2015-05-01,,
353,2015-05-01,kalinga,23.039307880383678,2015-05-01,26.0,2.0
354,2015-05-01,la union,16.779952533073672,2015-05-01,0.5,4.0
355,2015-05-01,laguna,3.3936491316047253,2015-05-01,,
356,2015-05-01,lanao del norte,4.023501172212718,2015-05-01,23.33333333333333,3.0
357,2015-05-01,lanao del sur,0.0,2015-05-01,,
358,2015-05-01,leyte,0.8135174052048844,2015-05-01,,
359,2015-05-01,maguindanao,2.985210318243773,2015-05-01,,
360,2015-05-01,marinduque,0.0,2015-05-01,33.75,4.0
361,2015-05-01,masbate,0.6723495141714468,2015-05-01,,
362,2015-05-01,misamis occidental,7.1413624390908215,2015-05-01,0.0,1.0
363,2015-05-01,misamis oriental,9.01270023695092,2015-05-01,35.5,4.0
364,2015-05-01,mountain province,3.8812342324859306,2015-05-01,26.0,6.0
365,2015-05-01,negros occidental,2.3209167555806607,2015-05-01,,
366,2015-05-01,negros oriental,3.3948464754482486,2015-05-01,61.5,2.0
367,2015-05-01,northern samar,0.3161160714991331,2015-05-01,,
368,2015-05-01,nueva ecija,2.3240021548147984,2015-05-01,,
369,2015-05-01,nueva vizcaya,6.632956507704178,2015-05-01,,
370,2015-05-01,occidental mindoro,4.3084523628783735,2015-05-01,,
371,2015-05-01,oriental mindoro,1.6586518241023436,2015-05-01,,
372,2015-05-01,palawan,6.156158195159267,2015-05-01,62.5,2.0
373,2015-05-01,pampanga,2.9887989013481784,2015-05-01,12.0,1.0
374,2015-05-01,pangasinan,3.5850464331155467,2015-05-01,20.0,6.0
375,2015-05-01,quezon,4.051195809367684,2015-05-01,,
376,2015-05-01,quirino,19.577651845855094,2015-05-01,,
